Close,High,Low,Open,Volume,predicted_up_rate,predicted_Low_rate,Close_3ma,Close_3ma_positive,Close_5ma,Close_5ma_positive,Close_10ma,Close_10ma_positive,Close_25ma,Close_25ma_positive,Close_60ma,Close_60ma_positive,Close_100ma,Close_100ma_positive,Close_200ma,Close_200ma_positive
703.07,708.952,694.2,697.157,735268.4855,105.89999999999999,99.2,697.2,1,691.2,1,668.2,1,652.4,1,606.9,1,556.0,1,520.3,1
703.07,711.908,697.157,708.952,876092.0915,110.5,103.4,700.1,1,697.2,1,675.3,1,656.2,1,610.0,1,558.5,1,521.4,1
732.603,741.47,726.69,729.647,3341877.115,106.0,98.4,712.9,1,705.4,1,684.7,1,660.9,1,613.6,1,561.5,1,522.7,1
723.734,738.513,720.778,735.557,1125582.023,107.3,102.0,719.8,1,711.3,1,693.3,1,664.7,1,616.9,1,564.4,1,523.9,1
744.426,756.22,738.513,744.426,3065643.598,104.4,99.6,733.6,1,721.4,1,703.7,1,669.7,1,620.5,1,567.3,1,525.2,1
776.916,779.872,741.47,744.426,2116095.103,100.0,98.1,748.4,1,736.1,1,713.7,1,675.8,1,624.9,1,570.6,1,526.6,1
776.916,779.872,762.133,762.133,1574461.891,96.2,94.69999999999999,766.1,1,750.9,1,724.0,1,681.6,1,629.2,1,573.7,1,528.2,1
738.513,768.046,735.557,762.133,990513.0807,101.2,100.4,764.1,-1,752.1,1,728.8,1,684.6,1,632.5,1,576.5,1,529.5,1
747.383,753.264,741.47,744.426,965799.2278,103.2,97.6,754.3,-1,756.8,1,734.1,1,688.1,1,636.1,1,579.3,1,530.9,1
735.557,744.426,729.647,735.557,745761.3383,105.60000000000001,99.6,740.5,-1,755.1,-1,738.2,1,691.4,1,639.3,1,582.1,1,532.1,1
741.47,750.308,732.603,732.603,865258.2692,104.80000000000001,100.0,741.5,1,748.0,-1,742.1,1,694.3,1,642.2,1,584.7,1,533.5,1
747.383,753.264,741.47,744.426,855444.1386,104.0,100.0,741.5,-1,742.1,-1,746.5,1,698.1,1,645.1,1,587.1,1,534.8,1
771.003,771.003,747.383,750.308,1994224.253,100.8,100.4,753.3,1,748.6,1,750.3,1,702.7,1,648.6,1,589.8,1,536.3,1
776.916,788.739,773.959,776.916,1293824.72,99.6,98.1,765.1,1,754.5,1,755.6,1,707.7,1,651.9,1,592.9,1,537.7,1
773.959,779.872,762.133,779.872,585640.7906,98.5,97.7,774.0,1,762.1,1,758.6,1,713.1,1,655.0,1,596.0,1,539.2,1
762.133,773.959,756.22,771.003,839531.158,99.6,98.8,771.0,-1,766.3,1,757.1,-1,717.4,1,658.0,1,599.1,1,540.6,1
759.177,765.09,753.264,756.22,549417.6099,93.8,92.60000000000001,765.1,-1,768.6,1,755.3,-1,722.4,1,660.6,1,602.2,1,542.0,1
711.908,753.264,703.07,750.308,1382521.815,102.1,97.5,744.4,-1,756.8,-1,752.7,-1,725.4,1,662.3,1,604.8,1,543.0,1
694.2,714.865,694.2,700.113,817863.5135,106.4,100.4,721.8,-1,740.3,-1,747.4,-1,727.6,1,664.1,1,607.2,1,543.9,1
708.952,723.734,697.157,697.157,1230182.448,104.2,99.6,705.0,-1,727.3,-1,744.7,-1,730.4,1,666.2,1,609.7,1,544.9,1
706.026,723.734,706.026,720.778,1038245.589,106.69999999999999,100.4,703.1,-1,716.1,-1,741.2,-1,731.5,1,668.6,1,612.3,1,546.0,1
726.69,729.647,708.952,714.865,728497.3466,104.5,100.8,713.9,1,709.6,-1,739.1,-1,733.7,1,671.1,1,615.1,1,547.0,1
