,Close_3ma_positive,Close_5ma_positive,Close_10ma_positive,Close_15ma_positive,Close_25ma_positive,Close_60ma_positive,Close_80ma_positive,Close_100ma_positive,Close_200ma_positive,ó\ëzè„è∏ó¶,ó\ëzâ∫óéó¶,óÇì˙ÇÃç≈à¿íl,óÇì˙ÇÃç≈çÇíl,ÉgÉäÉKÅ[
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,101.5,,98.64285714285714,,+ 3ma 5ma:change
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99.53513513513512,,101.82432432432432,Å¢ 3ma 5ma:change
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,101.65,,97.44999999999999,,+ 3ma 10ma:change
3,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.99259259259259,,101.41111111111111,Å¢ 3ma 10ma:change
4,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.628125,,101.29374999999999,Å¢ 3ma 15ma:change
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.63809523809525,,100.4095238095238,Å¢ 3ma 25ma:change
6,-1,-1,-1,-1,-1,-1,-1,-1,-1,,96.93076923076924,,100.61538461538461,Å¢ 3ma 60ma:change
7,-1,-1,-1,-1,-1,-1,-1,-1,-1,,95.37777777777778,,100.25555555555555,Å¢ 3ma 80ma:change
8,-1,-1,-1,-1,-1,-1,-1,-1,-1,,96.875,,100.3,Å¢ 3ma 100ma:change
9,-1,-1,-1,-1,-1,-1,-1,-1,-1,,95.55000000000001,,100.6,Å¢ 3ma 200ma:change
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,101.86666666666667,,97.93333333333332,,+ 5ma 10ma:change
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.79599999999999,,100.97599999999998,Å¢ 5ma 10ma:change
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,104.1,,97.6,,+ 5ma 15ma:change
13,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.02,,101.46999999999998,Å¢ 5ma 15ma:change
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.30000000000001,,100.75384615384615,Å¢ 5ma 25ma:change
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.04166666666667,,100.85000000000001,Å¢ 5ma 60ma:change
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,,96.90000000000002,,100.14999999999999,Å¢ 5ma 80ma:change
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,,96.8,,100.0625,Å¢ 5ma 100ma:change
18,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.12500000000001,,99.79999999999998,Å¢ 5ma 200ma:change
19,-1,-1,-1,-1,-1,-1,-1,-1,-1,100.76666666666665,,98.3,,+ 10ma 15ma:change
