,Close_3ma_positive,Close_5ma_positive,Close_10ma_positive,Close_15ma_positive,Close_25ma_positive,Close_60ma_positive,Close_80ma_positive,Close_100ma_positive,Close_200ma_positive,ó\ëzè„è∏ó¶,ó\ëzâ∫óéó¶,óÇì˙ÇÃç≈à¿íl,óÇì˙ÇÃç≈çÇíl,ÉgÉäÉKÅ[
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,98.3,,95.8,,+ 3ma 5ma:change
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.75416666666666,,101.1125,Å¢ 3ma 5ma:change
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.02352941176471,,100.54705882352943,Å¢ 3ma 10ma:change
3,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.50714285714287,,101.62142857142861,Å¢ 3ma 15ma:change
4,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.6,,100.71111111111112,Å¢ 3ma 25ma:change
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,,100.42857142857142,,102.8142857142857,Å¢ 3ma 60ma:change
6,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.69999999999999,,101.0,Å¢ 3ma 80ma:change
7,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.69999999999999,,101.0,Å¢ 3ma 100ma:change
8,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99.0,,101.2,Å¢ 3ma 200ma:change
9,-1,-1,-1,-1,-1,-1,-1,-1,-1,104.5,,99.1,,+ 5ma 10ma:change
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.915,,101.405,Å¢ 5ma 10ma:change
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.21538461538461,,102.26153846153846,Å¢ 5ma 15ma:change
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99.2,,101.4857142857143,Å¢ 5ma 25ma:change
13,-1,-1,-1,-1,-1,-1,-1,-1,-1,,96.35000000000001,,98.64999999999999,Å¢ 5ma 60ma:change
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.89999999999999,,101.10000000000001,Å¢ 5ma 80ma:change
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,,95.19999999999999,,98.5,Å¢ 5ma 100ma:change
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,,85.8,,88.2,Å¢ 5ma 200ma:change
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,103.5,,97.9,,+ 10ma 15ma:change
18,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.63999999999999,,101.71,Å¢ 10ma 15ma:change
19,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99.26666666666665,,101.85000000000001,Å¢ 10ma 25ma:change
20,-1,-1,-1,-1,-1,-1,-1,-1,-1,,95.73333333333333,,99.89999999999999,Å¢ 10ma 60ma:change
21,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.09999999999998,,101.0,Å¢ 10ma 80ma:change
22,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.80000000000001,,101.425,Å¢ 10ma 100ma:change
23,-1,-1,-1,-1,-1,-1,-1,-1,-1,,96.75,,99.75,Å¢ 10ma 200ma:change
24,-1,-1,-1,-1,-1,-1,-1,-1,-1,100.05,,98.55,,+ 15ma 25ma:change
25,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.09999999999998,,101.19999999999999,Å¢ 15ma 25ma:change
