,Close_3ma_positive,Close_5ma_positive,Close_10ma_positive,Close_15ma_positive,Close_25ma_positive,Close_60ma_positive,Close_80ma_positive,Close_100ma_positive,Close_200ma_positive,ó\ëzè„è∏ó¶,ó\ëzâ∫óéó¶,óÇì˙ÇÃç≈à¿íl,óÇì˙ÇÃç≈çÇíl,ÉgÉäÉKÅ[
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,110.60000000000001,,98.4,,+ 3ma 5ma:change
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.67142857142856,,100.78571428571429,Å¢ 3ma 5ma:change
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,95.94999999999999,,97.80000000000001,Å¢ 3ma 10ma:change
3,-1,-1,-1,-1,-1,-1,-1,-1,-1,107.1,,102.60000000000001,,+ 3ma 15ma:change
4,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.8,,100.46666666666665,Å¢ 3ma 15ma:change
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,,94.43333333333334,,98.73333333333333,Å¢ 3ma 25ma:change
6,-1,-1,-1,-1,-1,-1,-1,-1,-1,,95.3,,96.2,Å¢ 3ma 60ma:change
7,-1,-1,-1,-1,-1,-1,-1,-1,-1,,95.3,,96.2,Å¢ 3ma 80ma:change
8,-1,-1,-1,-1,-1,-1,-1,-1,-1,,95.3,,96.2,Å¢ 3ma 100ma:change
9,-1,-1,-1,-1,-1,-1,-1,-1,-1,,96.75,,99.2,Å¢ 3ma 200ma:change
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.39999999999999,,101.0,Å¢ 5ma 10ma:change
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,107.1,,102.60000000000001,,+ 5ma 15ma:change
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.75,,100.35,Å¢ 5ma 15ma:change
13,-1,-1,-1,-1,-1,-1,-1,-1,-1,,100.89999999999999,,101.29999999999998,Å¢ 5ma 25ma:change
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,,95.3,,96.2,Å¢ 5ma 60ma:change
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,,95.3,,96.2,Å¢ 5ma 80ma:change
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,,95.3,,96.2,Å¢ 5ma 100ma:change
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,102.89999999999999,,99.8,,+ 10ma 15ma:change
18,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.4,,103.375,Å¢ 10ma 15ma:change
19,-1,-1,-1,-1,-1,-1,-1,-1,-1,107.5,,99.4,,+ 10ma 25ma:change
20,-1,-1,-1,-1,-1,-1,-1,-1,-1,,101.23333333333333,,103.53333333333335,Å¢ 10ma 25ma:change
21,-1,-1,-1,-1,-1,-1,-1,-1,-1,107.5,,99.4,,+ 15ma 25ma:change
22,-1,-1,-1,-1,-1,-1,-1,-1,-1,,103.2,,107.89999999999999,Å¢ 15ma 25ma:change
23,-1,-1,-1,-1,-1,-1,-1,-1,-1,,100.1,,102.1,Å¢ 15ma 60ma:change
24,-1,-1,-1,-1,-1,-1,-1,-1,-1,,96.94999999999999,,100.80000000000001,Å¢ 15ma 80ma:change
25,-1,-1,-1,-1,-1,-1,-1,-1,-1,,92.4,,99.2,Å¢ 15ma 100ma:change
26,-1,-1,-1,-1,-1,-1,-1,-1,-1,,101.8,,104.2,Å¢ 25ma 60ma:change
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.1,,104.5,Å¢ 25ma 200ma:change
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,,105.69999999999999,,108.60000000000001,Å¢ 60ma 100ma:change
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,103.8,,97.1,,+ 80ma 100ma:change
30,1,-1,-1,-1,-1,-1,-1,-1,-1,111.20000000000002,,100.55,,+ 3ma 5ma:change
31,1,-1,-1,-1,-1,-1,-1,-1,-1,100.89999999999999,,95.0,,+ 3ma 10ma:change
32,-1,1,-1,-1,-1,-1,-1,-1,-1,,97.6,,104.69999999999999,Å¢ 3ma 5ma:change
33,-1,1,-1,-1,-1,-1,-1,-1,-1,,99.1,,103.3,Å¢ 3ma 15ma:change
34,-1,1,-1,-1,-1,-1,-1,-1,-1,107.60000000000001,,98.5,,+ 5ma 15ma:change
35,-1,-1,1,-1,-1,-1,-1,-1,-1,,103.49999999999999,,104.3,Å¢ 3ma 5ma:change
36,-1,-1,1,-1,-1,-1,-1,-1,-1,,99.8,,100.0,Å¢ 5ma 10ma:change
37,-1,-1,1,-1,-1,-1,-1,-1,-1,,99.8,,100.0,Å¢ 5ma 60ma:change
38,-1,-1,1,-1,-1,-1,-1,-1,-1,,99.8,,100.0,Å¢ 5ma 80ma:change
39,-1,-1,1,-1,-1,-1,-1,-1,-1,115.10000000000001,,98.7,,+ 10ma 15ma:change
40,-1,-1,1,-1,-1,-1,-1,-1,-1,101.4,,99.0,,+ 10ma 80ma:change
41,-1,-1,-1,1,-1,-1,-1,-1,-1,,98.7,,100.49999999999999,Å¢ 3ma 5ma:change
42,-1,-1,-1,1,-1,-1,-1,-1,-1,,98.35,,103.30000000000001,Å¢ 3ma 10ma:change
43,-1,-1,-1,1,-1,-1,-1,-1,-1,,98.35,,103.30000000000001,Å¢ 3ma 15ma:change
44,-1,-1,-1,1,-1,-1,-1,-1,-1,,98.35,,103.30000000000001,Å¢ 3ma 25ma:change
45,-1,-1,-1,1,-1,-1,-1,-1,-1,,98.75,,103.25,Å¢ 5ma 10ma:change
46,-1,-1,-1,1,-1,-1,-1,-1,-1,,99.5,,102.15,Å¢ 5ma 15ma:change
47,-1,-1,-1,1,-1,-1,-1,-1,-1,,101.65,,105.85,Å¢ 5ma 25ma:change
48,-1,-1,-1,1,-1,-1,-1,-1,-1,100.1,,95.6,,+ 15ma 25ma:change
49,-1,-1,-1,-1,1,-1,-1,-1,-1,,97.3,,104.1,Å¢ 3ma 100ma:change
50,-1,-1,-1,-1,1,-1,-1,-1,-1,,97.3,,104.1,Å¢ 5ma 25ma:change
51,-1,-1,-1,-1,-1,1,-1,-1,-1,101.89999999999999,,99.0,,+ 3ma 5ma:change
52,-1,-1,-1,-1,-1,1,-1,-1,-1,,98.8,,100.99999999999999,Å¢ 3ma 10ma:change
53,-1,-1,-1,-1,-1,1,-1,-1,-1,,97.6,,100.29999999999998,Å¢ 3ma 15ma:change
54,-1,-1,-1,-1,-1,1,-1,-1,-1,,100.1,,101.69999999999999,Å¢ 3ma 60ma:change
55,-1,-1,-1,-1,-1,1,-1,-1,-1,,98.63333333333333,,100.63333333333333,Å¢ 3ma 80ma:change
56,-1,-1,-1,-1,-1,1,-1,-1,-1,,97.6,,100.29999999999998,Å¢ 3ma 100ma:change
57,-1,-1,-1,-1,-1,1,-1,-1,-1,,101.0,,103.89999999999999,Å¢ 5ma 10ma:change
58,-1,-1,-1,-1,-1,1,-1,-1,-1,,98.2,,99.7,Å¢ 5ma 15ma:change
59,-1,-1,-1,-1,-1,1,-1,-1,-1,,98.2,,99.7,Å¢ 5ma 25ma:change
60,-1,-1,-1,-1,-1,1,-1,-1,-1,,101.89999999999999,,104.4,Å¢ 5ma 60ma:change
61,-1,-1,-1,-1,-1,1,-1,-1,-1,,99.95,,103.5,Å¢ 5ma 80ma:change
62,-1,-1,-1,-1,-1,1,-1,-1,-1,,99.35,,102.19999999999999,Å¢ 5ma 100ma:change
63,-1,-1,-1,-1,-1,1,-1,-1,-1,,97.6,,100.29999999999998,Å¢ 5ma 200ma:change
64,-1,-1,-1,-1,-1,1,-1,-1,-1,102.60000000000001,,98.6,,+ 10ma 15ma:change
65,-1,-1,-1,-1,-1,1,-1,-1,-1,,99.1,,101.69999999999999,Å¢ 10ma 15ma:change
66,-1,-1,-1,-1,-1,1,-1,-1,-1,,99.1,,101.69999999999999,Å¢ 10ma 60ma:change
67,-1,-1,-1,-1,-1,1,-1,-1,-1,,101.75,,103.80000000000001,Å¢ 10ma 100ma:change
68,-1,-1,-1,-1,-1,1,-1,-1,-1,,98.9,,103.1,Å¢ 15ma 60ma:change
69,-1,-1,-1,-1,-1,1,-1,-1,-1,,100.1,,101.69999999999999,Å¢ 15ma 100ma:change
70,-1,-1,-1,-1,-1,1,-1,-1,-1,,101.6,,103.2,Å¢ 25ma 60ma:change
71,-1,-1,-1,-1,-1,-1,1,-1,-1,,104.1,,106.0,Å¢ 3ma 80ma:change
72,-1,-1,-1,-1,-1,-1,1,-1,-1,,99.1,,100.89999999999999,Å¢ 3ma 200ma:change
73,-1,-1,-1,-1,-1,-1,1,-1,-1,,104.1,,106.0,Å¢ 5ma 60ma:change
74,-1,-1,-1,-1,-1,-1,1,-1,-1,,98.7,,107.4,Å¢ 5ma 80ma:change
75,-1,-1,-1,-1,-1,-1,1,-1,-1,,104.1,,106.0,Å¢ 5ma 100ma:change
76,-1,-1,-1,-1,-1,-1,1,-1,-1,,107.0,,107.4,Å¢ 5ma 200ma:change
77,-1,-1,-1,-1,-1,-1,1,-1,-1,,96.6,,102.49999999999999,Å¢ 10ma 80ma:change
78,-1,-1,-1,-1,-1,-1,1,-1,-1,,96.39999999999999,,100.49999999999999,Å¢ 10ma 100ma:change
