,Close_3ma_positive,Close_5ma_positive,Close_10ma_positive,Close_15ma_positive,Close_25ma_positive,Close_60ma_positive,Close_80ma_positive,Close_100ma_positive,Close_200ma_positive,ó\ëzè„è∏ó¶,ó\ëzâ∫óéó¶,óÇì˙ÇÃç≈à¿íl,óÇì˙ÇÃç≈çÇíl,ÉgÉäÉKÅ[
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99.3,,100.61428571428573,Å¢ 3ma 5ma:change
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,103.0,,100.0,,+ 3ma 10ma:change
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.11,,99.33999999999999,Å¢ 3ma 10ma:change
3,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.14444444444445,,100.25555555555555,Å¢ 3ma 15ma:change
4,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99.61249999999998,,101.1875,Å¢ 3ma 25ma:change
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.775,,101.1,Å¢ 3ma 60ma:change
6,-1,-1,-1,-1,-1,-1,-1,-1,-1,,91.8,,94.85,Å¢ 3ma 80ma:change
7,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.6,,99.5,Å¢ 3ma 100ma:change
8,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.56666666666666,,101.43333333333334,Å¢ 3ma 200ma:change
9,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.4,,100.5,Å¢ 5ma 10ma:change
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,103.8,,99.6,,+ 5ma 15ma:change
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99.47999999999999,,101.29,Å¢ 5ma 15ma:change
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99.6625,,101.6875,Å¢ 5ma 25ma:change
13,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99.2,,100.8,Å¢ 5ma 60ma:change
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99.02000000000001,,101.38,Å¢ 5ma 80ma:change
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.7,,101.23333333333333,Å¢ 5ma 100ma:change
