,Close_3ma_positive,Close_5ma_positive,Close_10ma_positive,Close_15ma_positive,Close_25ma_positive,Close_60ma_positive,Close_80ma_positive,Close_100ma_positive,Close_200ma_positive,ó\ëzè„è∏ó¶,ó\ëzâ∫óéó¶,óÇì˙ÇÃç≈à¿íl,óÇì˙ÇÃç≈çÇíl,ÉgÉäÉKÅ[
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,103.325,,97.625,,+ 3ma 5ma:change
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,96.18333333333334,,100.55,Å¢ 3ma 5ma:change
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.9,,100.5,Å¢ 3ma 10ma:change
3,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.9,,100.5,Å¢ 3ma 15ma:change
4,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.6,,99.6,Å¢ 3ma 25ma:change
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.8,,101.8,Å¢ 3ma 60ma:change
6,-1,-1,-1,-1,-1,-1,-1,-1,-1,98.0,,96.6,,+ 5ma 10ma:change
7,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99.43333333333332,,101.66666666666667,Å¢ 5ma 10ma:change
8,-1,-1,-1,-1,-1,-1,-1,-1,-1,,100.60000000000001,,102.16666666666667,Å¢ 5ma 15ma:change
9,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.77499999999999,,100.62499999999999,Å¢ 5ma 25ma:change
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.93333333333332,,100.03333333333335,Å¢ 5ma 60ma:change
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,,100.29999999999998,,101.29999999999998,Å¢ 5ma 80ma:change
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,,100.29999999999998,,101.29999999999998,Å¢ 5ma 100ma:change
13,-1,-1,-1,-1,-1,-1,-1,-1,-1,101.0,,97.39999999999999,,+ 10ma 15ma:change
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.19999999999999,,101.76666666666667,Å¢ 10ma 15ma:change
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,,96.0,,102.2,Å¢ 10ma 25ma:change
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,,100.33333333333333,,101.89999999999999,Å¢ 10ma 60ma:change
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,,101.1,,103.3,Å¢ 10ma 80ma:change
