,Close_3ma_positive,Close_5ma_positive,Close_10ma_positive,Close_15ma_positive,Close_25ma_positive,Close_60ma_positive,Close_80ma_positive,Close_100ma_positive,Close_200ma_positive,ó\ëzè„è∏ó¶,ó\ëzâ∫óéó¶,óÇì˙ÇÃç≈à¿íl,óÇì˙ÇÃç≈çÇíl,ÉgÉäÉKÅ[
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,100.77142857142857,,98.75,,+ 3ma 5ma:change
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.88666666666668,,100.72,Å¢ 3ma 5ma:change
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,98.89999999999999,,97.06666666666666,,+ 3ma 10ma:change
3,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.33809523809524,,100.84285714285713,Å¢ 3ma 10ma:change
4,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.93529411764706,,100.78235294117648,Å¢ 3ma 15ma:change
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,,96.24000000000001,,99.72999999999999,Å¢ 3ma 25ma:change
6,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.36666666666666,,101.16666666666667,Å¢ 3ma 60ma:change
7,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.03333333333335,,100.3,Å¢ 3ma 80ma:change
8,-1,-1,-1,-1,-1,-1,-1,-1,-1,,96.94999999999999,,100.25,Å¢ 3ma 200ma:change
9,-1,-1,-1,-1,-1,-1,-1,-1,-1,100.03999999999999,,96.72,,+ 5ma 10ma:change
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.42222222222222,,100.91666666666667,Å¢ 5ma 10ma:change
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.22,,101.025,Å¢ 5ma 15ma:change
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99.13,,101.38,Å¢ 5ma 25ma:change
13,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.17999999999999,,100.7,Å¢ 5ma 60ma:change
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,,95.55,,100.0,Å¢ 5ma 80ma:change
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99.43333333333332,,100.86666666666667,Å¢ 5ma 100ma:change
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.7,,100.86666666666667,Å¢ 5ma 200ma:change
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,101.49999999999999,,99.58,,+ 10ma 15ma:change
18,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.39473684210525,,101.3,Å¢ 10ma 15ma:change
19,-1,-1,-1,-1,-1,-1,-1,-1,-1,102.65,,101.0,,+ 10ma 25ma:change
20,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.18333333333334,,101.25833333333333,Å¢ 10ma 25ma:change
21,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99.11249999999998,,101.32499999999999,Å¢ 10ma 60ma:change
22,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.21428571428571,,100.65714285714284,Å¢ 10ma 80ma:change
23,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.86666666666667,,100.5,Å¢ 10ma 100ma:change
24,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.64999999999999,,101.1,Å¢ 10ma 200ma:change
25,-1,-1,-1,-1,-1,-1,-1,-1,-1,98.5,,98.5,,+ 15ma 25ma:change
26,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.68235294117646,,100.97058823529412,Å¢ 15ma 25ma:change
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,100.29999999999998,,99.7,,+ 15ma 60ma:change
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99.48571428571428,,101.11428571428571,Å¢ 15ma 60ma:change
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99.22222222222223,,101.56666666666666,Å¢ 15ma 80ma:change
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99.6,,100.5,Å¢ 15ma 100ma:change
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.175,,100.04999999999998,Å¢ 15ma 200ma:change
32,-1,-1,-1,-1,-1,-1,-1,-1,-1,100.6,,99.4,,+ 25ma 60ma:change
33,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.85,,100.15,Å¢ 25ma 60ma:change
34,-1,-1,-1,-1,-1,-1,-1,-1,-1,99.9,,99.9,,+ 25ma 80ma:change
35,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.39999999999999,,100.1,Å¢ 25ma 80ma:change
36,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.025,,100.975,Å¢ 25ma 100ma:change
37,-1,-1,-1,-1,-1,-1,-1,-1,-1,,100.19999999999999,,101.64999999999999,Å¢ 25ma 200ma:change
38,-1,-1,-1,-1,-1,-1,-1,-1,-1,100.4,,98.8,,+ 60ma 80ma:change
39,-1,-1,-1,-1,-1,-1,-1,-1,-1,,100.05,,100.7,Å¢ 60ma 80ma:change
40,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.19999999999999,,100.9,Å¢ 60ma 200ma:change
41,-1,-1,-1,-1,-1,-1,-1,-1,-1,100.66666666666667,,94.83333333333333,,+ 80ma 100ma:change
42,-1,-1,-1,-1,-1,-1,-1,-1,-1,,102.55,,103.725,Å¢ 80ma 100ma:change
43,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.69999999999999,,100.6,Å¢ 80ma 200ma:change
44,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.99999999999999,,100.67999999999999,Å¢ 100ma 200ma:change
45,1,-1,-1,-1,-1,-1,-1,-1,-1,100.94523809523811,,98.83333333333333,,+ 3ma 5ma:change
46,1,-1,-1,-1,-1,-1,-1,-1,-1,100.77499999999999,,99.125,,+ 3ma 10ma:change
47,1,-1,-1,-1,-1,-1,-1,-1,-1,101.78,,100.08,,+ 3ma 15ma:change
48,1,-1,-1,-1,-1,-1,-1,-1,-1,100.4,,98.8,,+ 3ma 25ma:change
49,1,-1,-1,-1,-1,-1,-1,-1,-1,,98.8,,100.6,Å¢ 5ma 25ma:change
50,1,-1,-1,-1,-1,-1,-1,-1,-1,,98.05,,101.7,Å¢ 10ma 15ma:change
51,1,-1,-1,-1,-1,-1,-1,-1,-1,,97.8,,100.0,Å¢ 10ma 25ma:change
52,1,-1,-1,-1,-1,-1,-1,-1,-1,,101.4,,103.8,Å¢ 15ma 25ma:change
53,1,-1,-1,-1,-1,-1,-1,-1,-1,,99.6,,100.69999999999999,Å¢ 15ma 60ma:change
54,1,-1,-1,-1,-1,-1,-1,-1,-1,,101.4,,103.8,Å¢ 15ma 80ma:change
55,1,-1,-1,-1,-1,-1,-1,-1,-1,,96.3,,102.0,Å¢ 15ma 200ma:change
56,1,-1,-1,-1,-1,-1,-1,-1,-1,,99.44999999999999,,101.19999999999999,Å¢ 25ma 60ma:change
57,1,-1,-1,-1,-1,-1,-1,-1,-1,,100.6,,102.94999999999999,Å¢ 25ma 80ma:change
58,1,-1,-1,-1,-1,-1,-1,-1,-1,,99.8,,102.1,Å¢ 25ma 200ma:change
59,1,-1,-1,-1,-1,-1,-1,-1,-1,97.7,,96.8,,+ 80ma 100ma:change
60,1,-1,-1,-1,-1,-1,-1,-1,-1,,100.8,,103.0,Å¢ 80ma 100ma:change
61,1,-1,-1,-1,-1,-1,-1,-1,-1,,97.89999999999999,,99.4,Å¢ 100ma 200ma:change
62,-1,1,-1,-1,-1,-1,-1,-1,-1,,98.75,,100.64999999999998,Å¢ 3ma 5ma:change
63,-1,1,-1,-1,-1,-1,-1,-1,-1,,99.33333333333333,,100.86666666666666,Å¢ 3ma 10ma:change
64,-1,1,-1,-1,-1,-1,-1,-1,-1,,100.89999999999999,,101.29999999999998,Å¢ 3ma 15ma:change
65,-1,1,-1,-1,-1,-1,-1,-1,-1,,100.89999999999999,,101.29999999999998,Å¢ 3ma 25ma:change
66,-1,1,-1,-1,-1,-1,-1,-1,-1,101.25999999999999,,99.08,,+ 5ma 10ma:change
67,-1,1,-1,-1,-1,-1,-1,-1,-1,99.55,,98.5,,+ 5ma 15ma:change
68,-1,1,-1,-1,-1,-1,-1,-1,-1,,100.29999999999998,,102.1,Å¢ 25ma 60ma:change
69,-1,1,-1,-1,-1,-1,-1,-1,-1,100.0,,99.0,,+ 60ma 80ma:change
70,-1,-1,1,-1,-1,-1,-1,-1,-1,,99.33333333333333,,101.86666666666666,Å¢ 3ma 5ma:change
71,-1,-1,1,-1,-1,-1,-1,-1,-1,,99.98333333333333,,101.73333333333333,Å¢ 3ma 10ma:change
72,-1,-1,1,-1,-1,-1,-1,-1,-1,,96.8,,100.33999999999999,Å¢ 3ma 15ma:change
73,-1,-1,1,-1,-1,-1,-1,-1,-1,,98.4,,100.74000000000001,Å¢ 3ma 25ma:change
74,-1,-1,1,-1,-1,-1,-1,-1,-1,,98.06666666666666,,101.48333333333333,Å¢ 5ma 10ma:change
75,-1,-1,1,-1,-1,-1,-1,-1,-1,100.29999999999998,,99.2,,+ 5ma 15ma:change
76,-1,-1,1,-1,-1,-1,-1,-1,-1,,96.89999999999999,,102.60000000000001,Å¢ 5ma 15ma:change
77,-1,-1,1,-1,-1,-1,-1,-1,-1,,99.73333333333335,,100.39999999999998,Å¢ 5ma 25ma:change
78,-1,-1,1,-1,-1,-1,-1,-1,-1,,102.0,,102.3,Å¢ 5ma 60ma:change
79,-1,-1,1,-1,-1,-1,-1,-1,-1,98.89999999999999,,97.96666666666665,,+ 10ma 15ma:change
80,-1,-1,1,-1,-1,-1,-1,-1,-1,101.55,,100.0,,+ 10ma 25ma:change
81,-1,-1,-1,1,-1,-1,-1,-1,-1,,96.85,,101.0,Å¢ 3ma 5ma:change
82,-1,-1,-1,1,-1,-1,-1,-1,-1,,97.23333333333333,,101.56666666666666,Å¢ 3ma 10ma:change
83,-1,-1,-1,1,-1,-1,-1,-1,-1,,99.0,,101.29999999999998,Å¢ 3ma 15ma:change
84,-1,-1,-1,1,-1,-1,-1,-1,-1,,97.94999999999999,,101.6,Å¢ 3ma 25ma:change
85,-1,-1,-1,1,-1,-1,-1,-1,-1,,98.55,,101.25,Å¢ 3ma 60ma:change
86,-1,-1,-1,1,-1,-1,-1,-1,-1,,98.55,,101.25,Å¢ 5ma 10ma:change
87,-1,-1,-1,1,-1,-1,-1,-1,-1,,99.34999999999998,,100.90000000000002,Å¢ 5ma 15ma:change
88,-1,-1,-1,1,-1,-1,-1,-1,-1,,99.83333333333333,,101.23333333333333,Å¢ 5ma 25ma:change
89,-1,-1,-1,1,-1,-1,-1,-1,-1,,98.1,,100.6,Å¢ 5ma 60ma:change
