,Close_3ma_positive,Close_5ma_positive,Close_10ma_positive,Close_15ma_positive,Close_25ma_positive,Close_60ma_positive,Close_80ma_positive,Close_100ma_positive,Close_200ma_positive,ó\ëzè„è∏ó¶,ó\ëzâ∫óéó¶,óÇì˙ÇÃç≈à¿íl,óÇì˙ÇÃç≈çÇíl,ÉgÉäÉKÅ[
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,100.38000000000001,,98.97999999999999,,+ 3ma 5ma:change
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99.07931034482758,,100.9155172413793,Å¢ 3ma 5ma:change
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,100.49999999999999,,99.7,,+ 3ma 10ma:change
3,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99.228125,,101.11249999999998,Å¢ 3ma 10ma:change
4,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.8909090909091,,101.05909090909091,Å¢ 3ma 15ma:change
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.63125,,101.58125,Å¢ 3ma 25ma:change
6,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99.08235294117648,,101.20588235294117,Å¢ 3ma 60ma:change
7,-1,-1,-1,-1,-1,-1,-1,-1,-1,,100.05833333333334,,101.55,Å¢ 3ma 80ma:change
8,-1,-1,-1,-1,-1,-1,-1,-1,-1,,100.31666666666666,,102.11666666666667,Å¢ 3ma 100ma:change
9,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.93333333333332,,101.7,Å¢ 3ma 200ma:change
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,102.39999999999999,,100.1,,+ 5ma 10ma:change
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.5,,101.04137931034482,Å¢ 5ma 10ma:change
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.76666666666665,,101.36666666666667,Å¢ 5ma 15ma:change
13,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.86470588235295,,101.39999999999998,Å¢ 5ma 25ma:change
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99.10555555555555,,101.59444444444445,Å¢ 5ma 60ma:change
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99.82857142857142,,101.35000000000001,Å¢ 5ma 80ma:change
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,,100.3,,103.11666666666667,Å¢ 5ma 100ma:change
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99.2,,100.85,Å¢ 5ma 200ma:change
18,-1,-1,-1,-1,-1,-1,-1,-1,-1,101.2,,99.13333333333333,,+ 10ma 15ma:change
