,Close_3ma_positive,Close_5ma_positive,Close_10ma_positive,Close_15ma_positive,Close_25ma_positive,Close_60ma_positive,Close_80ma_positive,Close_100ma_positive,Close_200ma_positive,ó\ëzè„è∏ó¶,ó\ëzâ∫óéó¶,óÇì˙ÇÃç≈à¿íl,óÇì˙ÇÃç≈çÇíl,ÉgÉäÉKÅ[
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,100.85,,99.65,,+ 3ma 5ma:change
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.74285714285713,,101.1952380952381,Å¢ 3ma 5ma:change
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99.58749999999999,,101.34375,Å¢ 3ma 10ma:change
3,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99.27499999999999,,101.33333333333331,Å¢ 3ma 15ma:change
4,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.99,,101.03,Å¢ 3ma 25ma:change
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99.36666666666666,,101.1,Å¢ 3ma 60ma:change
6,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.78,,100.55999999999999,Å¢ 3ma 80ma:change
7,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99.13333333333333,,100.91666666666667,Å¢ 3ma 100ma:change
8,-1,-1,-1,-1,-1,-1,-1,-1,-1,,95.95,,99.5,Å¢ 3ma 200ma:change
9,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.28181818181817,,100.7,Å¢ 5ma 10ma:change
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.35000000000001,,100.79166666666667,Å¢ 5ma 15ma:change
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.28888888888889,,100.53333333333333,Å¢ 5ma 25ma:change
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.9625,,100.13749999999999,Å¢ 5ma 60ma:change
13,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99.0,,100.7,Å¢ 5ma 80ma:change
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99.475,,101.5,Å¢ 5ma 100ma:change
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,,96.75,,100.1,Å¢ 5ma 200ma:change
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,101.06666666666666,,99.5,,+ 10ma 15ma:change
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99.10909090909091,,100.98181818181818,Å¢ 10ma 15ma:change
18,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99.39999999999999,,101.125,Å¢ 10ma 25ma:change
19,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99.5142857142857,,101.74285714285713,Å¢ 10ma 60ma:change
20,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.16666666666667,,100.33333333333333,Å¢ 10ma 80ma:change
21,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.23333333333333,,100.43333333333334,Å¢ 10ma 100ma:change
22,-1,-1,-1,-1,-1,-1,-1,-1,-1,,96.53333333333332,,99.93333333333334,Å¢ 10ma 200ma:change
23,-1,-1,-1,-1,-1,-1,-1,-1,-1,100.66666666666667,,98.19999999999999,,+ 15ma 25ma:change
24,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.94444444444444,,100.52222222222223,Å¢ 15ma 25ma:change
25,-1,-1,-1,-1,-1,-1,-1,-1,-1,,100.025,,102.075,Å¢ 15ma 60ma:change
26,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.88,,101.38000000000001,Å¢ 15ma 80ma:change
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.44999999999999,,100.15,Å¢ 15ma 100ma:change
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,,97.93333333333334,,101.63333333333333,Å¢ 15ma 200ma:change
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,,100.2,,101.83333333333333,Å¢ 25ma 60ma:change
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99.9,,100.99999999999999,Å¢ 25ma 80ma:change
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,,100.4,,100.9,Å¢ 25ma 100ma:change
32,-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.6,,102.0,Å¢ 25ma 200ma:change
33,-1,-1,-1,-1,-1,-1,-1,-1,-1,,96.96666666666665,,101.03333333333335,Å¢ 60ma 80ma:change
34,-1,-1,-1,-1,-1,-1,-1,-1,-1,,96.975,,101.175,Å¢ 60ma 100ma:change
35,-1,-1,-1,-1,-1,-1,-1,-1,-1,,104.0,,107.25,Å¢ 60ma 200ma:change
36,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99.89999999999999,,102.94000000000001,Å¢ 80ma 100ma:change
37,1,-1,-1,-1,-1,-1,-1,-1,-1,99.81818181818181,,98.10909090909091,,+ 3ma 5ma:change
38,1,-1,-1,-1,-1,-1,-1,-1,-1,99.5,,98.2,,+ 3ma 60ma:change
39,1,-1,-1,-1,-1,-1,-1,-1,-1,99.5,,98.2,,+ 3ma 100ma:change
40,1,-1,-1,-1,-1,-1,-1,-1,-1,101.29999999999998,,99.2,,+ 5ma 15ma:change
41,1,-1,-1,-1,-1,-1,-1,-1,-1,100.4,,100.4,,+ 10ma 15ma:change
42,1,-1,-1,-1,-1,-1,-1,-1,-1,,99.0,,99.4,Å¢ 10ma 15ma:change
43,1,-1,-1,-1,-1,-1,-1,-1,-1,,100.0,,101.1,Å¢ 25ma 60ma:change
44,1,-1,-1,-1,-1,-1,-1,-1,-1,,100.0,,101.1,Å¢ 25ma 100ma:change
45,1,-1,-1,-1,-1,-1,-1,-1,-1,,100.4,,101.2,Å¢ 60ma 80ma:change
46,1,-1,-1,-1,-1,-1,-1,-1,-1,,100.0,,101.1,Å¢ 60ma 100ma:change
47,-1,1,-1,-1,-1,-1,-1,-1,-1,,99.7,,101.69999999999997,Å¢ 3ma 5ma:change
48,-1,1,-1,-1,-1,-1,-1,-1,-1,102.1,,98.8,,+ 3ma 10ma:change
49,-1,1,-1,-1,-1,-1,-1,-1,-1,,102.69999999999999,,103.4,Å¢ 3ma 10ma:change
50,-1,1,-1,-1,-1,-1,-1,-1,-1,,98.2,,100.29999999999998,Å¢ 3ma 15ma:change
51,-1,1,-1,-1,-1,-1,-1,-1,-1,100.69999999999999,,98.25,,+ 5ma 10ma:change
52,-1,1,-1,-1,-1,-1,-1,-1,-1,99.15,,99.0,,+ 5ma 15ma:change
53,-1,1,-1,-1,-1,-1,-1,-1,-1,99.2,,99.2,,+ 5ma 25ma:change
54,-1,1,-1,-1,-1,-1,-1,-1,-1,99.2,,99.2,,+ 15ma 25ma:change
55,-1,1,-1,-1,-1,-1,-1,-1,-1,,102.69999999999999,,103.4,Å¢ 15ma 60ma:change
56,-1,-1,1,-1,-1,-1,-1,-1,-1,,98.4,,100.29999999999998,Å¢ 3ma 5ma:change
57,-1,-1,1,-1,-1,-1,-1,-1,-1,,99.75,,100.4,Å¢ 3ma 10ma:change
58,-1,-1,1,-1,-1,-1,-1,-1,-1,104.80000000000001,,100.49999999999999,,+ 3ma 15ma:change
59,-1,-1,1,-1,-1,-1,-1,-1,-1,,100.0,,100.8,Å¢ 3ma 60ma:change
60,-1,-1,1,-1,-1,-1,-1,-1,-1,,100.0,,100.8,Å¢ 3ma 80ma:change
61,-1,-1,1,-1,-1,-1,-1,-1,-1,,100.0,,100.8,Å¢ 3ma 100ma:change
62,-1,-1,1,-1,-1,-1,-1,-1,-1,,98.4,,100.29999999999998,Å¢ 3ma 200ma:change
63,-1,-1,1,-1,-1,-1,-1,-1,-1,,98.6,,100.0,Å¢ 5ma 10ma:change
64,-1,-1,1,-1,-1,-1,-1,-1,-1,104.80000000000001,,100.49999999999999,,+ 5ma 15ma:change
65,-1,-1,1,-1,-1,-1,-1,-1,-1,,101.29999999999998,,101.29999999999998,Å¢ 5ma 15ma:change
66,-1,-1,1,-1,-1,-1,-1,-1,-1,,100.0,,100.8,Å¢ 5ma 25ma:change
67,-1,-1,1,-1,-1,-1,-1,-1,-1,,101.29999999999998,,101.29999999999998,Å¢ 5ma 60ma:change
68,-1,-1,1,-1,-1,-1,-1,-1,-1,104.0,,100.49999999999999,,+ 10ma 15ma:change
69,-1,-1,1,-1,-1,-1,-1,-1,-1,,100.0,,100.8,Å¢ 15ma 80ma:change
70,-1,-1,1,-1,-1,-1,-1,-1,-1,,100.0,,100.8,Å¢ 15ma 100ma:change
71,-1,-1,1,-1,-1,-1,-1,-1,-1,,98.4,,100.29999999999998,Å¢ 60ma 80ma:change
72,-1,-1,-1,1,-1,-1,-1,-1,-1,,98.15,,100.6,Å¢ 3ma 5ma:change
73,-1,-1,-1,1,-1,-1,-1,-1,-1,,99.35,,101.6,Å¢ 3ma 15ma:change
74,-1,-1,-1,1,-1,-1,-1,-1,-1,,97.5,,99.4,Å¢ 3ma 25ma:change
75,-1,-1,-1,1,-1,-1,-1,-1,-1,,97.2,,102.3,Å¢ 3ma 60ma:change
76,-1,-1,-1,1,-1,-1,-1,-1,-1,,98.93333333333334,,101.26666666666665,Å¢ 5ma 10ma:change
77,-1,-1,-1,1,-1,-1,-1,-1,-1,,98.33333333333333,,99.86666666666667,Å¢ 5ma 15ma:change
